Movie_Title,Release_Date,Wikipedia_URL,Genre,Director_1,Director_2,Cast_1,Cast_2,Cast_3,Cast_4,Cast_5,Budget,Revenue
Fury,10/15/14,https://en.wikipedia.org/wiki/Fury_(2014_film),Ação,David Ayer,,Brad Pitt,Shia LaBeouf,Logan Lerman,Michael Peña,Jon Bernthal,"$68,000,000.00 ","$211,800,000.00 "
G.I. Joe: Retaliation,3/27/13,https://en.wikipedia.org/wiki/G.I._Joe:_Retaliation,Ação,Jon Chu,,Channing Tatum,Ray Park,Dwayne Johnson,Bruce Willis,Elodie Yung,"$130,000,000.00 ","$375,700,000.00 "
Gangster Squad,1/11/13,https://en.wikipedia.org/wiki/Gangster_Squad,Ação,Ruben Fleischer,,Ryan Gosling,Emma Stone,Sean Penn,Josh Brolin,Robert Patrick,"$75,000,000.00 ","$105,200,000.00 "
Get Hard,3/27/15,https://en.wikipedia.org/wiki/Get_Hard,Comédia,Etan Cohen,,Will Ferrell,Kevin Hart,Alison Brie,Craig T. Nelson,T.I.,"$40,000,000.00 ","$111,800,000.00 "
Get on Up,8/1/14,https://en.wikipedia.org/wiki/Get_on_Up_(film),Drama,Tate Taylor,,Chadwick Boseman,Nelsan Ellis,Brandon Mychal Smith,Jill Scott,Tika Sumpter,"$30,000,000.00 ","$33,400,000.00 "
Getaway,8/30/13,https://en.wikipedia.org/wiki/Getaway_(film),Ação,Courtney Solomon,Yaron Levy,Ethan Hawke,Selena Gomez,Jon Voight,James Maslow,,"$18,000,000.00 ","$11,800,000.00 "
Ghost Rider: Spirit of Vengeance,2/17/12,https://en.wikipedia.org/wiki/Ghost_Rider:_Spirit_of_Vengeance,Ação,Mark Neveldine,Brian Taylor,Nicolas Cage,Idris Elba,Fergus Riordan,Ciarán Hinds,Violante Placido,"$57,000,000.00 ","$132,600,000.00 "
Ghostbusters,7/15/16,https://en.wikipedia.org/wiki/Ghostbusters_(2016_film),Comédia,Paul Feig,,Melissa McCarthy,Kristen Wiig,Leslie Jones,Kate McKinnon,Chris Hemsworth,"$144,000,000.00 ","$217,500,000.00 "
God's Not Dead,3/21/14,https://en.wikipedia.org/wiki/God%2527s_Not_Dead_(film),Religioso,Harold Cronk,,Willie Robertson,David A. R. White,Shane Harper,Kevin Sorbo,Korie Robertson,"$2,000,000.00 ","$62,600,000.00 "
God's Not Dead 2,4/1/16,https://en.wikipedia.org/wiki/God%2527s_Not_Dead_2,Religioso,Harold Cronk,,Melissa Joan Hart,David A. R. White,Ray Wise,Robin Givens,Ernie Hudson,"$5,000,000.00 ","$23,500,000.00 "
Gods of Egypt,2/25/16,https://en.wikipedia.org/wiki/Gods_of_Egypt_(film),Ação,Alex Proyas,,Geoffrey Rush,Gerard Butler,Brenton Thwaites,Courtney Eaton,Nikolaj Coster-Waldau,"$140,000,000.00 ","$145,700,000.00 "
Godzilla,5/8/14,https://en.wikipedia.org/wiki/Godzilla_(2014_film),Ação,Gareth Edwards,,Aaron Taylor-Johnson,Ken Watanabe,Elizabeth Olsen,Bryan Cranston,Juliette Binoche,"$160,000,000.00 ","$529,000,000.00 "
Gone Girl,9/26/14,https://en.wikipedia.org/wiki/Gone_Girl_(film),Mistério,David Fincher,,Ben Affleck,Rosamund Pike,Neil Patrick Harris,Tyler Perry,Kim Dickens,"$61,000,000.00 ","$369,300,000.00 "
Good Deeds,2/24/12,https://en.wikipedia.org/wiki/Good_Deeds,Romance,Tyler Perry,,Tyler Perry,Thandie Newton,Rebecca Romijn,Brian J. White,Jamie Kennedy,"$14,000,000.00 ","$35,600,000.00 "
Goosebumps,10/5/15,https://en.wikipedia.org/wiki/Goosebumps_(film),Ação,Rob Letterman,,Jack Black,Dylan Minnette,Odeya Rush,Amy Ryan,Ryan Lee,"$84,000,000.00 ","$150,200,000.00 "
Grown Ups 2,7/12/13,https://en.wikipedia.org/wiki/Grown_Ups_2,Comédia,Dennis Dugan,,Adam Sandler,Kevin James,Chris Rock,David Spade,Taylor Lautner,"$80,000,000.00 ","$247,000,000.00 "
"Hail, Caesar!",2/5/16,"https://en.wikipedia.org/wiki/Hail,_Caesar!",Comédia,Joel and Ethan Coen,,Josh Brolin,George Clooney,Alden Ehrenreich,Ralph Fiennes,Jonah Hill,"$22,000,000.00 ","$22,000,000.00 "
Hands of Stone,8/26/16,https://en.wikipedia.org/wiki/Hands_of_Stone,Biografia,Jonathan Jakubowicz,,Édgar Ramírez,Robert De Niro,Usher,Ellen Barkin,Ana de Armas,"$20,000,000.00 ","$1,700,000.00 "
Hansel and Gretel: Witch Hunters,1/17/13,https://en.wikipedia.org/wiki/Hansel_and_Gretel:_Witch_Hunters,Ação,Tommy Wirkola,,Jeremy Renner,Gemma Arterton,Zoe Bell,Famke Janssen,Peter Stormare,"$50,000,000.00 ","$226,300,000.00 "
Heaven Is for Real,4/16/14,https://en.wikipedia.org/wiki/Heaven_Is_for_Real_(film),Religioso,Randall Wallace,,Greg Kinnear,Kelly Reilly,Connor Corum,Thomas Haden Church,Jacob Vargas,"$12,000,000.00 ","$101,300,000.00 "
Here Comes the Boom,10/12/12,https://en.wikipedia.org/wiki/Here_Comes_the_Boom,Comédia,Frank Coraci,,Kevin James,Salma Hayek,Henry Winkler,Joe Rogan,,"$42,000,000.00 ","$73,100,000.00 "
Hit and Run,8/22/12,https://en.wikipedia.org/wiki/Hit_and_Run_(2012_film),Ação,Dax Shepard,,Dax Shepard,Kristen Bell,Bradley Cooper,Tom Arnold,Kristin Chenoweth,"$2,000,000.00 ","$14,500,000.00 "
Hitman: Agent 47,8/21/15,https://en.wikipedia.org/wiki/Hitman:_Agent_47,Ação,Aleksander Bach,,Rupert Friend,Zachary Quinto,Hannah Ware,Thomas Kretschmann,,"$35,000,000.00 ","$82,300,000.00 "
Home,3/7/15,https://en.wikipedia.org/wiki/Home_(2015_animated_film),Animação,Tim Johnson,,Jim Parsons,Rihanna,Jennifer Lopez,Steve Martin,Matt Jones,"$135,000,000.00 ","$386,000,000.00 "
Hope Springs,8/8/12,https://en.wikipedia.org/wiki/Hope_Springs_(2012_film),Romance,David Frankel,,Meryl Streep,Tommy Lee Jones,Steve Carell,Mimi Rogers,Elisabeth Shue,"$30,000,000.00 ","$114,300,000.00 "
Horrible Bosses 2,11/26/14,https://en.wikipedia.org/wiki/Horrible_Bosses_2,Comédia,Sean Anders,,Jason Bateman,Charlie Day,Jason Sudeikis,Kevin Spacey,Jennifer Aniston,"$57,000,000.00 ","$107,700,000.00 "
Hot Pursuit,5/8/15,https://en.wikipedia.org/wiki/Hot_Pursuit_(2015_film),Ação,Anne Fletcher,,Reese Witherspoon,Sofía Vergara,Jim Gaffigan,John Carroll Lynch,,"$35,000,000.00 ","$51,700,000.00 "
Hotel Transylvania,9/28/12,https://en.wikipedia.org/wiki/Hotel_Transylvania,Fantasia,Genndy Tartakovsky,,Adam Sandler,Selena Gomez,Andy Samberg,Kevin James,Fran Drescher,"$85,000,000.00 ","$358,400,000.00 "
Hotel Transylvania 2,9/25/15,https://en.wikipedia.org/wiki/Hotel_Transylvania_2,Fantasia,Genndy Tartakovsky,,Adam Sandler,Andy Samberg,Selena Gomez,Kevin James,Steve Buscemi,"$80,000,000.00 ","$473,000,000.00 "
How to Train Your Dragon 2,5/16/14,https://en.wikipedia.org/wiki/How_to_Train_Your_Dragon_2,Família,Dean DeBlois,,Jay Baruchel,Gerard Butler,Craig Ferguson,America Ferrera,Jonah Hill,"$145,000,000.00 ","$621,500,000.00 "
I,1/14/15,https://en.wikipedia.org/wiki/I_(film),Romance,S. Shankar,,Vikram,Amy Jackson,N. Santhanam,Suresh Gopi,Upen Patel,"$15,000,000.00 ","$65,000,000.00 "
I Saw the Light,9/11/15,https://en.wikipedia.org/wiki/I_Saw_the_Light_(film),Drama,Marc Abraham,Tom Hiddleston,Elizabeth Olsen,,,,,"$13,000,000.00 ","$2,600,000.00 "
Ice Age: Collision Course,7/22/16,https://en.wikipedia.org/wiki/Ice_Age:_Collision_Course,Aventura,Mike Thurmeier,Galen T. Chu,Ray Romano,John Leguizamo,Denis Leary,Queen Latifah,Jennifer Lopez,"$105,000,000.00 ","$368,300,000.00 "
Ice Age: Continental Drift,7/13/12,https://en.wikipedia.org/wiki/Ice_Age:_Continental_Drift,Aventura,Steve Martino,Mike Thurmeier,Ray Romano,John Leguizamo,Denis Leary,Queen Latifah,Seann William Scott,"$95,000,000.00 ","$877,000,000.00 "
Identity Thief,2/8/13,https://en.wikipedia.org/wiki/Identity_Thief,Ação,Seth Gordon,,Jason Bateman,Melissa McCarthy,Amanda Peet,John Cho,Clark Duke,"$35,000,000.00 ","$174,000,000.00 "
If I Stay,8/18/14,https://en.wikipedia.org/wiki/If_I_Stay_(film),Drama,R. J. Cutler,,Chloë Grace Moretz,Mireille Enos,Lauren Lee Smith,Liana Liberato,Jamie Blackley,"$11,000,000.00 ","$78,900,000.00 "
In the Heart of the Sea,12/11/15,https://en.wikipedia.org/wiki/In_the_Heart_of_the_Sea_(film),Biografia,Ron Howard,,Chris Hemsworth,Benjamin Walker,Cillian Murphy,Tom Holland,Ben Whishaw,"$100,000,000.00 ","$93,900,000.00 "
Independence Day: Resurgence,6/20/16,https://en.wikipedia.org/wiki/Independence_Day:_Resurgence,Ação,Roland Emmerich,,Jeff Goldblum,Bill Pullman,Sela Ward,Liam Hemsworth,Vivica A. Fox,"$165,000,000.00 ","$382,300,000.00 "
Insidious: Chapter 2,9/13/13,https://en.wikipedia.org/wiki/Insidious:_Chapter_2,Terror,James Wan,,Patrick Wilson,Rose Byrne,Lin Shaye,Ty Simpkins,,"$5,000,000.00 ","$161,900,000.00 "
Insidious: Chapter 3,6/5/15,https://en.wikipedia.org/wiki/Insidious:_Chapter_3,Terror,Leigh Whannell,,Dermot Mulroney,Stefanie Scott,Angus Sampson,Leigh Whannell,Lin Shaye,"$11,000,000.00 ","$113,000,000.00 "
Interstellar,10/26/14,https://en.wikipedia.org/wiki/Interstellar_(film),Ficção científica,Christopher Nolan,,Matthew McConaughey,Anne Hathaway,Michael Caine,Jessica Chastain,Matt Damon,"$165,000,000.00 ","$675,100,000.00 "
Into the Storm,8/8/14,https://en.wikipedia.org/wiki/Into_the_Storm_(2014_film),Aventura,Steven Quale,,Richard Armitage,Jeremy Sumpter,Sarah Wayne Callies,Nathan Kress,,"$50,000,000.00 ","$161,700,000.00 "
Iron Sky,7/25/12,https://en.wikipedia.org/wiki/Iron_Sky,Comédia,Timo Vuorensola,,Julia Dietze,Peta Sergeant,Gotz Otto,Chris Kirby,Udo Kier,"$7,500,000.00 ","$8,100,000.00 "
Irrational Man,5/16/15,https://en.wikipedia.org/wiki/Irrational_Man_(film),Mistério,Woody Allen,,Joaquin Phoenix,Emma Stone,Parker Posey,Jamie Blackley,,"$11,000,000.00 ","$27,400,000.00 "
Jack Reacher,12/21/12,https://en.wikipedia.org/wiki/Jack_Reacher_(film),Ação,Christopher McQuarrie,,Tom Cruise,Rosamund Pike,David Oyelowo,Richard Jenkins,Alexia Fast,"$60,000,000.00 ","$218,300,000.00 "
Jack Ryan: Shadow Recruit,1/15/14,https://en.wikipedia.org/wiki/Jack_Ryan:_Shadow_Recruit,Ação,Kenneth Branagh,,David Koepp,Adam Cozad,Anthony Peckham,Steve Zaillian,Chris Pine,"$60,000,000.00 ","$135,500,000.00 "
Jane Got a Gun,1/29/16,https://en.wikipedia.org/wiki/Jane_Got_a_Gun,Ação,Gavin O'Connor,,Natalie Portman,Joel Edgerton,Ewan McGregor,Rodrigo Santoro,Noah Emmerich,"$25,000,000.00 ","$3,000,000.00 "
Jason Bourne,7/29/16,https://en.wikipedia.org/wiki/Jason_Bourne_(film),Ação,Paul Greengrass,,Matt Damon,Julia Stiles,Alicia Vikander,Riz Ahmed,Vincent Cassel,"$120,000,000.00 ","$347,900,000.00 "
"Jeff, Who Lives at Home",3/16/12,"https://en.wikipedia.org/wiki/Jeff,_Who_Lives_at_Home",Comédia,Jay Duplass,,Jason Segel,Ed Helms,Judy Greer,Susan Sarandon,Evan Ross,"$7,500,000.00 ","$7,500,000.00 "
Jem and the Holograms,10/23/15,https://en.wikipedia.org/wiki/Jem_and_the_Holograms_(film),Musical,Jon M. Chu,,Aubrey Peeples,Stefanie Scott,Hayley Kiyoko,Aurora Perrineau,Ryan Guzman,"$5,000,000.00 ","$2,300,000.00 "
Jersey Boys,6/5/14,https://en.wikipedia.org/wiki/Jersey_Boys_(film),Drama,Clint Eastwood,,John Lloyd Young,Erec Bergen,Vincent Piazza,Michael Lamenda,Christopher Walken,"$58,600,000.00 ","$67,700,000.00 "
Jobs,8/16/13,https://en.wikipedia.org/wiki/Jobs_(film),Biografia,Joshua Michael Stern,,Ashton Kutcher,Dermot Mulroney,Josh Gad,Lukas Haas,J.K. Simmons,"$12,000,000.00 ","$35,900,000.00 "
John Wick,10/13/14,https://en.wikipedia.org/wiki/John_Wick_(film),Ação,Chad Stahelski,David Leitch (director,Keanu Reeves,Bridget Moynahan,Willem Dafoe,,,"$20,000,000.00 ","$86,000,000.00 "
Journey 2: The Mysterious Island,2/10/12,https://en.wikipedia.org/wiki/Journey_2:_The_Mysterious_Island,Aventura,Brad Peyton,,Dwayne Johnson,Michael Caine,Josh Hutcherson,Vanessa Hudgens,Luis Guzmán,"$79,000,000.00 ","$335,300,000.00 "
Joy,12/25/15,https://en.wikipedia.org/wiki/Joy_(film),Comédia,David O. Russell,,Jennifer Lawrence,Robert De Niro,Bradley Cooper,Édgar Ramírez,,"$60,000,000.00 ","$101,100,000.00 "
Keanu,4/29/16,https://en.wikipedia.org/wiki/Keanu_(film),Comédia,Peter Atencio,,Keegan-Michael Key,Jordan Peele,Method Man,Gabrielle Union,Will Forte,"$15,000,000.00 ","$20,700,000.00 "
Kill the Messenger,10/10/14,https://en.wikipedia.org/wiki/Kill_the_Messenger_(2014_film),Crime,Michael Cuesta,,Jeremy Renner,Barry Pepper,Mary Elizabeth Winstead,Rosemarie DeWitt,Ray Liotta,"$5,000,000.00 ","$2,500,000.00 "
Killing Them Softly,11/30/12,https://en.wikipedia.org/wiki/Killing_Them_Softly,Crime,Andrew Dominik,,Brad Pitt,Vincent Curatola,Scoot McNairy,Ben Mendelsohn,Ray Liotta,"$15,000,000.00 ","$37,900,000.00 "
Kingsman: The Secret Service,12/13/14,https://en.wikipedia.org/wiki/Kingsman:_The_Secret_Service,Ação,Matthew Vaughn,,Colin Firth,Taron Egerton,Samuel L. Jackson,Mark Strong,Michael Caine,"$94,000,000.00 ","$414,400,000.00 "
Krampus,12/4/15,https://en.wikipedia.org/wiki/Krampus_(film),Terror,Michael Dougherty,,Emjay Anthony,Allison Tolman,Adam Scott,,,"$15,000,000.00 ","$61,500,000.00 "
Kubo and the Two Strings,8/19/16,https://en.wikipedia.org/wiki/Kubo_and_the_Two_Strings,Fantasia,Travis Knight,,Art Parkinson,Matthew McConaughey,Rooney Mara,Charlize Theron,Ralph Fiennes,"$60,000,000.00 ","$27,600,000.00 "
Kung Fu Panda 3,1/23/16,https://en.wikipedia.org/wiki/Kung_Fu_Panda_3,Ação,Jennifer Yuh Nelson,Alessandro Carloni,Jack Black,Angelina Jolie,Dustin Hoffman,Jackie Chan,Seth Rogen,"$145,000,000.00 ","$519,900,000.00 "
Lazer Team,1/27/16,https://en.wikipedia.org/wiki/Lazer_Team,Ficção científica,Matt Hullum,,Burnie Burns,Gavin Free,Michael Jones,Colton Dunn,Allie DeBerry,"$2,400,000.00 ","$1,600,000.00 "
Left Behind,10/3/14,https://en.wikipedia.org/wiki/Left_Behind_(2014_film),Religioso,Vic Armstrong,,Nicolas Cage,Chad Michael Murray,Cassi Thomson,Nicky Whelan,Jordin Sparks,"$16,000,000.00 ","$27,600,000.00 "
Les Misérables,12/25/12,https://en.wikipedia.org/wiki/Les_Mis%25C3%25A9rables_(2012_film),Musical,Tom Hooper,,Hugh Jackman,Russell Crowe,Eddie Redmayne,Colm Wilkinson,Anne Hathaway,"$61,000,000.00 ","$441,800,000.00 "
Let's Be Cops,8/13/14,https://en.wikipedia.org/wiki/Let%2527s_Be_Cops,Ação,Luke Greenfield,,Jake Johnson,Damon Wayans,Jr.,,,"$17,000,000.00 ","$138,200,000.00 "
Life of Pi,11/21/12,https://en.wikipedia.org/wiki/Life_of_Pi_(film),Drama,Ang Lee,,Suraj Sharma,Ayush Tandon,Irrfan Khan,Gérard Depardieu,,"$120,000,000.00 ","$609,000,000.00 "
Lights Out,7/22/16,https://en.wikipedia.org/wiki/Lights_Out_(2016_film),Terror,David F. Sandberg,,Teresa Palmer,Gabriel Bateman,Alexander DiPersia,,,"$4,900,000.00 ","$125,900,000.00 "
Lincoln,11/9/12,https://en.wikipedia.org/wiki/Lincoln_(2012_film),Drama,Steven Spielberg,,Daniel Day-Lewis,David Strathairn,Hal Holbrook,Sally Field,Joseph Gordon-Levitt,"$65,000,000.00 ","$275,300,000.00 "
Little Boy,4/24/15,https://en.wikipedia.org/wiki/Little_Boy_(film),Drama,Alejandro Gómez Monteverde,,Jakob Salvati,David Henrie,Kevin James,Emily Watson,Ted Levine,"$20,000,000.00 ","$17,500,000.00 "
Lockout,4/13/12,https://en.wikipedia.org/wiki/Lockout_(film),Ação,James Mather,Stephen St.Leger,Guy Pearce,Maggie Grace,Peter Stormare,Lennie James,Vincent Regan,"$20,000,000.00 ","$32,200,000.00 "
London Has Fallen,3/4/16,https://en.wikipedia.org/wiki/London_Has_Fallen,Ação,Babak Najafi,,Gerard Butler,Aaron Eckhart,Morgan Freeman,Angela Bassett,Alon Aboutboul,"$60,000,000.00 ","$195,700,000.00 "
Looper,9/28/12,https://en.wikipedia.org/wiki/Looper_(film),Ação,Rian Johnson,,Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,Paul Dano,Noah Segan,"$30,000,000.00 ","$176,500,000.00 "
Love the Coopers,11/4/15,https://en.wikipedia.org/wiki/Love_the_Coopers,Romance,Jessie Nelson,,John Goodman,Diane Keaton,Amanda Seyfried,Alan Arkin,Olivia Wilde,"$24,000,000.00 ","$41,100,000.00 "
Lucy,7/25/14,https://en.wikipedia.org/wiki/Lucy_(2014_film),Ficção científica,Luc Besson,,Scarlett Johansson,Morgan Freeman,Choi Min-sik,,,"$40,000,000.00 ","$463,400,000.00 "
Mad Max: Fury Road,5/7/15,https://en.wikipedia.org/wiki/Mad_Max:_Fury_Road,Ação,George Miller,,Tom Hardy,Charlize Theron,Hugh Keays-Byrne,Nicholas Hoult,Rosie Huntington-Whiteley,"$150,000,000.00 ","$378,400,000.00 "
Madagascar 3: Europe's Most Wanted,6/8/12,https://en.wikipedia.org/wiki/Madagascar_3:_Europe%2527s_Most_Wanted,Comédia,Eric Darnell,,Noah Baumbach(screenplay); Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,Sacha Baron Cohen,"$145,000,000.00 ","$746,900,000.00 "
Magic in the Moonlight,7/25/14,https://en.wikipedia.org/wiki/Magic_in_the_Moonlight,Comédia,Woody Allen,,Emma Stone,Colin Firth,Hamish Linklater,Marcia Gay Harden,Jacki Weaver,"$16,800,000.00 ","$51,000,000.00 "
Mama,1/18/13,https://en.wikipedia.org/wiki/Mama_(2013_film),Terror,Andres Muschietti,,Jessica Chastain,Nikolaj Coster-Waldau,Daniel Kash,David Fox,,"$15,000,000.00 ","$146,400,000.00 "
Man of Steel,6/14/13,https://en.wikipedia.org/wiki/Man_of_Steel_(film),Ação,Zack Snyder,,Henry Cavill,Amy Adams,Michael Shannon,Kevin Costner,Diane Lane,"$225,000,000.00 ","$668,000,000.00 "
Man on a Ledge,1/27/12,https://en.wikipedia.org/wiki/Man_on_a_Ledge,Ação,Asger Leth,,Sam Worthington,Ed Harris,Elizabeth Banks,Jamie Bell,Kyra Sedgwick,"$42,000,000.00 ","$46,200,000.00 "
Max,6/26/15,https://en.wikipedia.org/wiki/Max_(2015_film),Aventura,Boaz Yakin,,Josh Wiggins,Thomas Haden Church,Lauren Graham,,,"$20,000,000.00 ","$44,000,000.00 "
Maze Runner: The Scorch Trials,9/18/15,https://en.wikipedia.org/wiki/Maze_Runner:_The_Scorch_Trials,Ficção científica,Wes Ball,,Dylan O'Brien,Ki Hong Lee,Thomas Sangster,Kaya Scodelario,Patricia Clarkson,"$61,000,000.00 ","$312,300,000.00 "
Me and Earl and the Dying Girl,1/25/15,https://en.wikipedia.org/wiki/Me_and_Earl_and_the_Dying_Girl_(film),Comédia,Alfonso Gomez-Rejon,,Thomas Mann,Olivia Cooke,Ronald Cyler II,Jon Bernthal,Nick Offerman,"$8,000,000.00 ","$9,100,000.00 "
Me Before You,6/3/16,https://en.wikipedia.org/wiki/Me_Before_You_(film),Drama,Thea Sharrock,,Emilia Clarke,Sam Claflin,Charles Dance,Jenna Coleman,Janet McTeer,"$20,000,000.00 ","$196,200,000.00 "
Mechanic: Resurrection,8/26/16,https://en.wikipedia.org/wiki/Mechanic:_Resurrection,Ação,Dennis Gansel,,Jason Statham,Jessica Alba,Tommy Lee Jones,Michelle Yeoh,,"$40,000,000.00 ","$7,500,000.00 "
Men in Black 3,5/25/12,https://en.wikipedia.org/wiki/Men_in_Black_3,Comédia,Barry Sonnenfeld,,Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement,Emma Thompson,"$215,000,000.00 ","$624,000,000.00 "
Midnight Special,2/12/16,https://en.wikipedia.org/wiki/Midnight_Special_(film),Ficção científica,Jeff Nichols,,Michael Shannon,Kirsten Dunst,Adam Driver,Joel Edgerton,Sam Shepard,"$18,000,000.00 ","$6,200,000.00 "
Miracles from Heaven,3/16/16,https://en.wikipedia.org/wiki/Miracles_from_Heaven_(film),Drama,Patricia Riggen,,Jennifer Garner,Martin Henderson,Queen Latifah,,,"$13,000,000.00 ","$73,600,000.00 "
Mirror Mirror,3/30/12,https://en.wikipedia.org/wiki/Mirror_Mirror_(film),Fantasia,Tarsem Singh,,Lily Collins,Julia Roberts,Armie Hammer,Nathan Lane,Robert Emms,"$85,000,000.00 ","$183,000,000.00 "
Mission: Impossible – Rogue Nation,7/23/15,https://en.wikipedia.org/wiki/Mission:_Impossible_%25E2%2580%2593_Rogue_Nation,Ação,Christopher McQuarrie,,Tom Cruise,Jeremy Renner,Simon Pegg,Ving Rhames,Rebecca Ferguson,"$150,000,000.00 ","$682,300,000.00 "
Moms' Night Out,5/9/14,https://en.wikipedia.org/wiki/Moms%2527_Night_Out,Religioso,Andrew Erwin and Jon Erwin,,Sarah Drew,Trace Adkins,Sean Astin,Patricia Heaton,,"$5,000,000.00 ","$10,500,000.00 "
Money Monster,5/13/16,https://en.wikipedia.org/wiki/Money_Monster,Drama,Jodie Foster,,George Clooney,Julia Roberts,Jack O'Connell,Dominic West,Caitriona Balfe,"$27,000,000.00 ","$93,100,000.00 "
Monster Hunt,1/22/16,https://en.wikipedia.org/wiki/Monster_Hunt,Ação,Raman Hui,,Bai Baihe,Jing Boran,Jiang Wu,Elaine Jin,,"$56,000,000.00 ","$385,200,000.00 "
Moonrise Kingdom ,5/25/12,https://en.wikipedia.org/wiki/Moonrise_Kingdom,Comédia,Wes Anderson,,Jared Gilman,Kara Hayward,Bruce Willis,Edward Norton,Bill Murray,"$16,000,000.00 ","$68,300,000.00 "
Mortdecai,1/23/15,https://en.wikipedia.org/wiki/Mortdecai_(film),Ação,David Koepp,,Johnny Depp,Ewan McGregor,Olivia Munn,Aubrey Plaza,Oliver Platt,"$60,000,000.00 ","$47,000,000.00 "
Mother's Day,4/13/16,https://en.wikipedia.org/wiki/Mother%2527s_Day_(2016_film),Comédia,Garry Marshall,,Jennifer Aniston,Julia Roberts,Kate Hudson,Timothy Olyphant,Jason Sudeikis,"$25,000,000.00 ","$43,800,000.00 "
Mr. Peabody & Sherman,2/7/14,https://en.wikipedia.org/wiki/Mr._Peabody_%2526_Sherman,Família,Rob Minkoff,,Ty Burrell,Max Charles,Stephen Colbert,Allison Janney,Ariel Winter,"$145,000,000.00 ","$275,700,000.00 "
Mud,4/26/13,https://en.wikipedia.org/wiki/Mud_(2012_film),Drama,Jeff Nichols,,Matthew McConaughey,Reese Witherspoon,Michael Shannon,Sarah Paulson,Sam Shepard,"$10,000,000.00 ","$32,600,000.00 "
Mustang,5/19/15,https://en.wikipedia.org/wiki/Mustang_(film),Drama,Deniz Gamze Ergüven,,Güneş Şensoy,,,,,"$1,300,000.00 ","$4,900,000.00 "
My All American,11/13/15,https://en.wikipedia.org/wiki/My_All_American,Biografia,Angelo Pizzo,,Aaron Eckhart,Finn Wittrock,Robin Tunney,Sarah Bolger,Michael Reilly Burke,"$20,000,000.00 ","$2,200,000.00 "
My Big Fat Greek Wedding 2,3/25/16,https://en.wikipedia.org/wiki/My_Big_Fat_Greek_Wedding_2,Romance,Kirk Jones,,Nia Vardalos,John Corbett,Ian Gomez,Elena Kampouris,,"$18,000,000.00 ","$88,900,000.00 "
Need for Speed,3/12/14,https://en.wikipedia.org/wiki/Need_for_Speed_(film),Ação,Scott Waugh,,Aaron Paul,Imogen Poots,Dominic Cooper,Michael Keaton,Ramón Rodríguez,"$65,000,000.00 ","$203,300,000.00 "
Neighbors,3/8/14,https://en.wikipedia.org/wiki/Neighbors_(2014_film),Comédia,Nicholas Stoller,,Seth Rogen,Zac Efron,Rose Byrne,Christopher Mintz-Plasse,Dave Franco,"$18,000,000.00 ","$270,700,000.00 "
Neighbors 2: Sorority Rising,5/20/16,https://en.wikipedia.org/wiki/Neighbors_2:_Sorority_Rising,Comédia,Nicholas Stoller,,Seth Rogen,Zac Efron,Rose Byrne,Chloë Grace Moretz,Dave Franco,"$35,000,000.00 ","$107,900,000.00 "
Nerve,7/27/16,https://en.wikipedia.org/wiki/Nerve_(2016_film),Suspense,Henry Joost,Ariel Schulman,Dave Franco,Emma Roberts,Emily Meade,Kimiko Glenn,Juliette Lewis,"$20,000,000.00 ","$47,600,000.00 "
Night at the Museum: Secret of the Tomb,12/11/14,https://en.wikipedia.org/wiki/Night_at_the_Museum:_Secret_of_the_Tomb,Comédia,Shawn Levy,,Ben Stiller,Robin Williams,Dan Stevens,Owen Wilson,Ricky Gervais,"$127,000,000.00 ","$363,200,000.00 "
Nightcrawler,9/5/14,https://en.wikipedia.org/wiki/Nightcrawler_(film),Drama,Dan Gilroy,,Jake Gyllenhaal,Bill Paxton,Rene Russo,Riz Ahmed,,"$8,500,000.00 ","$50,300,000.00 "
Nine Lives,8/5/16,https://en.wikipedia.org/wiki/Nine_Lives_(2016_film),Comédia,Barry Sonnenfeld,,Kevin Spacey,Robbie Amell,Jennifer Garner,Christopher Walken,Malina Weissman,"$30,000,000.00 ","$19,100,000.00 "
No Escape,8/17/15,https://en.wikipedia.org/wiki/No_Escape_(2015_film),Ação,John Erick Dowdle,,Owen Wilson,Pierce Brosnan,Lake Bell,,,"$5,000,000.00 ","$54,400,000.00 "
No Good Deed,9/12/14,https://en.wikipedia.org/wiki/No_Good_Deed_(2014_film),Crime,Sam Miller,,Idris Elba,Taraji P. Henson,Henry Simmons,,,"$13,200,000.00 ","$54,300,000.00 "
No One Lives,5/10/13,https://en.wikipedia.org/wiki/No_One_Lives,Terror,Ryuhei Kitamura,,Luke Evans,Adelaide Clemens,America Olivo,Derek Magyar,Lindsey Shaw,"$2,900,000.00 ","$1,000,000.00 "
Noah,3/10/14,https://en.wikipedia.org/wiki/Noah_(2014_film),Aventura,Darren Aronofsky,,Russell Crowe,Jennifer Connelly,Logan Lerman,Emma Watson,Ray Winstone,"$125,000,000.00 ","$362,600,000.00 "
Non-Stop,1/27/14,https://en.wikipedia.org/wiki/Non-Stop_(film),Suspense,Jaume Collet-Serra,,Liam Neeson,Julianne Moore,Lupita Nyong'o,Nate Parker,Michelle Dockery,"$50,000,000.00 ","$222,800,000.00 "
